Case number,Block,IUCR,Location Description,Beat,Ward,FBI Code,Hour,Weekday,Monthday,Month,Violent
HH105060,013XX E 79 ST,041A,PARKING LOT/GARAGE(NON.RESID.),0411,,04B,17,3,3,1,0
HH105610,089XX S SAGINAW AV,051A,STREET,0423,,04A,23,3,3,1,0
HH105292,026XX S KOLIN AV,031A,RESIDENCE-GARAGE,1031,,03,19,3,3,1,0
HH104612,082XX S STONY ISLAND AV,033A,COMMERCIAL / BUSINESS OFFICE,0411,,03,13,3,3,1,0
HH105637,038XX S KEDZIE AV,041A,STREET,0913,,04B,23,3,3,1,0
HH105175,023XX S SAWYER AV,031A,OTHER,1024,,03,18,3,3,1,0
HH104295,017XX W 51 ST,031A,GROCERY FOOD STORE,0932,,03,10,3,3,1,0
HH105696,054XX W WASHINGTON BL,031A,STREET,1523,,03,23,3,3,1,0
HH100141,096XX S MICHIGAN AV,041A,STREET,0511,,04B,1,1,1,1,0
HH105255,050XX W ADAMS ST,031A,STREET,1533,,03,18,3,3,1,0
HH105751,036XX W BELLE PLAINE AV,1020,VEHICLE NON-COMMERCIAL,1723,,09,2,4,4,1,0
HH104970,080XX S ESSEX AV,051A,RESIDENCE,0422,,04A,15,3,3,1,0
HH105488,054XX S WOOD ST,041A,STREET,0932,,04B,21,3,3,1,0
HH100227,061XX S LANGLEY AV,041A,APARTMENT,0313,,04B,22,1,1,1,0
HH104083,052XX W LAKE ST,041A,STREET,1523,,04B,7,3,3,1,0
HH105808,039XX S NORMAL AV,051B,ALLEY,0925,,04A,3,4,4,1,0
HH104688,007XX E 79 ST,031A,OTHER,0624,,03,14,3,3,1,0
HH104913,022XX W DEVON AV,051A,PARKING LOT/GARAGE(NON.RESID.),2412,,04A,15,3,3,1,0
HH103452,012XX W 87 ST,051B,STREET,2222,,04A,19,2,2,1,0
HH104537,016XX E 67 ST,031A,ALLEY,0332,,03,12,3,3,1,0
HH101867,0000X S LEAMINGTON AV,1020,VEHICLE NON-COMMERCIAL,1533,,09,0,2,2,1,0
HH104249,042XX S OAKENWALD AV,031A,CHA PARKING LOT/GROUNDS,2123,,03,10,3,3,1,0
HH105395,017XX W WASECA PL,051A,RESIDENCE PORCH/HALLWAY,2234,,04A,17,3,3,1,0
HH105408,060XX W NORTH AV,031A,PARKING LOT/GARAGE(NON.RESID.),2513,,03,20,3,3,1,0
HH106763,009XX N PAULINA ST,031A,SIDEWALK,1322,,03,23,1,1,1,0
HH107350,016XX W LAKE ST,031A,STREET,1333,,03,21,4,4,1,0
HH107378,027XX W HADDON AV,051A,CHA HALLWAY/STAIRWELL/ELEVATOR,1311,,04A,21,4,4,1,0
HH106251,025XX W MADISON ST,031A,SIDEWALK,1332,,03,11,4,4,1,0
HH107533,064XX S OAKLEY AV,033A,RESIDENCE,0825,,03,21,4,4,1,0
HH106790,049XX W 43 ST,041A,CHA PARKING LOT/GROUNDS,0814,,04B,17,4,4,1,0
HH103903,050XX S ARCHER AV,041A,PARKING LOT/GARAGE(NON.RESID.),0815,,04B,0,3,3,1,0
HH107337,017XX E 67 ST,031A,SIDEWALK,0332,,03,21,4,4,1,0
HH107421,020XX W JACKSON BV,051A,SIDEWALK,1211,,04A,22,4,4,1,0
HH103050,018XX S TRUMBULL AV,031A,STREET,1021,,03,15,2,2,1,0
HH107577,013XX W ALBION AV,031A,STREET,2432,,03,1,5,5,1,0
HH105224,087XX S BURLEY AV,051A,CHA APARTMENT,0424,,04A,16,3,3,1,0
HH106217,095XX S WENTWORTH AV,051A,STREET,0511,,04A,11,4,4,1,0
HH105570,034XX N NATCHEZ AV,041A,SIDEWALK,1632,,04B,22,3,3,1,0
HH107318,076XX S YATES AV,031A,APARTMENT,0414,,03,13,4,4,1,0
HH107639,123XX S STATE ST,051A,RESIDENCE,0532,,04A,2,5,5,1,0
HH106688,032XX W FULLERTON AV,031A,SMALL RETAIL STORE,1413,,03,15,4,4,1,0
HH107081,029XX N KIMBALL AV,031A,STREET,1412,,03,19,4,4,1,0
HH107682,093XX S SOUTH CHICAGO,041A,STREET,0424,,04B,2,5,5,1,0
HH106930,020XX S MICHIGAN AV,1090,RESIDENCE,2111,,09,17,4,4,1,0
HH107240,054XX S SEELEY AV,041A,RESIDENCE PORCH/HALLWAY,0915,,04B,20,4,4,1,0
HH104608,079XX S HALSTED ST,031A,SIDEWALK,0621,,03,13,3,3,1,0
HH107052,009XX W 51 ST,051A,ALLEY,0934,,04A,19,4,4,1,0
HH104578,027XX W NORTH AV,051A,DRUG STORE,1423,,04A,13,3,3,1,0
HH106355,076XX S STATE ST,031A,GAS STATION,0623,,03,13,4,4,1,0
HH106483,037XX W ADDISON ST,031A,SIDEWALK,1732,,03,5,4,4,1,0
HH107478,032XX N FRANCISCO AV,031A,SIDEWALK,1733,,03,23,4,4,1,0
HH105165,063XX S LAFLIN ST,041A,APARTMENT,0725,,04B,16,3,3,1,0
HH106202,013XX W 71 ST,051A,RESIDENCE,0734,,04A,11,4,4,1,0
HH105784,071XX S EMERALD AV,051A,RESIDENCE,0732,,04A,2,4,4,1,0
HH107009,073XX S RACINE AV,041A,SIDEWALK,0734,,04B,18,4,4,1,0
HH109440,033XX W 55 ST,041A,TAVERN/LIQUOR STORE,0822,,04B,3,6,6,1,0
HH108196,015XX E 63 ST,031A,SIDEWALK,0314,,03,12,5,5,1,0
HH108878,022XX W ADAMS ST,031A,STREET,1211,,03,19,5,5,1,0
HH104061,133XX S LANGLEY AV,041A,CHA PARKING LOT/GROUNDS,0533,,04B,3,3,3,1,0
HH108589,030XX S MILLARD AV,051A,STREET,1032,,04A,16,5,5,1,0
HH107674,022XX S DAMEN AV,1020,VEHICLE NON-COMMERCIAL,1034,,09,3,5,5,1,0
HH109290,020XX W HADDON AV,031A,SIDEWALK,1312,,03,0,6,6,1,0
HH109503,108XX S HOXIE AV,1090,RESIDENCE PORCH/HALLWAY,0434,,09,4,6,6,1,0
HH108198,058XX N LINCOLN AV,051A,HOTEL/MOTEL,2011,,04A,12,5,5,1,0
HH103047,021XX W GRAND AV,031A,STREET,1313,,03,14,2,2,1,0
HH107776,029XX S DEARBORN ST,1025,CHA APARTMENT,2113,,09,5,5,5,1,0
HH108974,013XX W 47 ST,041A,STREET,0933,,04B,20,5,5,1,0
HH109660,043XX W 55 ST,051A,ALLEY,0813,,04A,8,6,6,1,0
HH107587,034XX S DR MARTN LUTHR KING JR DR,051A,DRUG STORE,2122,,04A,1,5,5,1,0
HH109347,016XX E 83 PL,051A,RESIDENCE,0412,,04A,1,6,6,1,0
HH107142,024XX E 78 ST,041A,APARTMENT,0421,,04B,11,4,4,1,0
HH106918,062XX S NORMAL BL,031A,SIDEWALK,0711,,03,3,4,4,1,0
HH109317,064XX S YALE AV,031A,APARTMENT,0722,,03,0,6,6,1,0
HH108989,049XX W MAYPOLE AV,031A,OTHER,1532,,03,20,5,5,1,0
HH109170,007XX N CENTRAL AV,031A,ALLEY,1511,,03,22,5,5,1,0
HH109438,002XX N CENTRAL AV,051A,STREET,1512,,04A,2,6,6,1,0
HH109312,012XX W BELMONT AV,041A,STREET,1924,,04B,0,6,6,1,0
HH110544,031XX W 62 ST,031A,STREET,0823,,03,19,6,6,1,0
HH110668,051XX W DICKENS AV,1020,VEHICLE NON-COMMERCIAL,2522,,09,20,6,6,1,0
HH110584,072XX S ELLIS AV,041A,ALLEY,0324,,04B,16,6,6,1,0
HH110934,022XX S RIDGEWAY AV,1090,VEHICLE NON-COMMERCIAL,1013,,09,1,0,7,1,0
HH109319,040XX W 26 ST,041A,SIDEWALK,1031,,04B,0,6,6,1,0
HH110969,017XX N MOZART ST,1090,RESIDENCE,1421,,09,2,0,7,1,0
HH107735,016XX N FRANCISCO AV,041A,STREET,1421,,04B,4,5,5,1,0
HH108022,052XX S MORGAN ST,041A,OTHER,0934,,04B,10,5,5,1,0
HH108669,040XX W 31 ST,031A,SMALL RETAIL STORE,1031,,03,16,5,5,1,0
HH110444,027XX S CHRISTIANA AV,031A,OTHER,1032,,03,17,6,6,1,0
HH109580,024XX S STATE ST,031A,CHA APARTMENT,2113,,03,6,6,6,1,0
HH110236,028XX N ROCKWELL ST,041A,SIDEWALK,1411,,04B,15,6,6,1,0
HH110530,030XX S AVERS AV,031A,SIDEWALK,1031,,03,1,6,6,1,0
HH110811,035XX S WOOD ST,051A,STREET,0922,,04A,22,6,6,1,0
HH110821,050XX W CONGRESS PW,031A,SIDEWALK,1533,,03,22,6,6,1,0
HH109159,065XX S HARVARD AV,041A,OTHER,0722,,04B,22,5,5,1,0
HH109253,002XX N LOCKWOOD AV,1020,VEHICLE NON-COMMERCIAL,1523,,09,23,5,5,1,0
HH110261,034XX S RHODES AV,031A,PARKING LOT/GARAGE(NON.RESID.),2122,,03,16,6,6,1,0
HH110388,079XX S VINCENNES AV,031B,GROCERY FOOD STORE,0623,,03,17,6,6,1,0
HH101437,0000X S KARLOV AV,031A,SIDEWALK,1115,,03,17,1,1,1,0
HH109015,032XX N PULASKI RD,031A,RESTAURANT,1732,,03,20,5,5,1,0
HH101829,033XX W FLOURNOY ST,051A,STREET,1134,,04A,3,1,1,1,0
HH108815,079XX S COTTAGE GROVE,031A,STREET,0624,,03,18,5,5,1,0
HH110520,048XX N KEDZIE AV,041A,SIDEWALK,1713,,04B,18,6,6,1,0
HH109375,0000X W ILLINOIS ST,031A,HOTEL/MOTEL,1831,,03,1,6,6,1,0
HH107748,007XX W DIVISION ST,031A,CHA HALLWAY/STAIRWELL/ELEVATOR,1822,,03,4,5,5,1,0
HH103315,039XX W MADISON ST,033A,SIDEWALK,1122,,03,18,2,2,1,0
HH103516,003XX S CENTRAL PARK AV,051B,RESIDENCE,1133,,04A,19,2,2,1,0
HH106387,008XX E 75 ST,031A,STREET,0323,,03,13,4,4,1,0
HH103942,051XX S FEDERAL ST,041A,STREET,0232,,04B,2,3,3,1,0
HH109158,055XX S PERRY AV,031A,STREET,0233,,03,22,5,5,1,0
HH108487,0000X N CALIFORNIA AV,031A,VEHICLE NON-COMMERCIAL,1331,,03,8,5,5,1,0
HH111755,007XX N ASHLAND AV,031A,STREET,1324,,03,13,0,7,1,0
HH110423,043XX S LAPORTE AV,041A,SIDEWALK,0814,,04B,15,4,4,1,0
HH110117,085XX S BURNHAM AV,051A,STREET,0423,,04A,22,5,5,1,0
HH111594,019XX W CONGRESS PW,041A,SIDEWALK,1211,,04B,12,0,7,1,0
HH110839,006XX E 72 ST,031A,APARTMENT,0323,,03,22,6,6,1,0
HH112573,062XX N ARTESIAN AV,031A,RESIDENCE PORCH/HALLWAY,2412,,03,20,0,7,1,0
HH112754,063XX S CICERO AV,031A,RESTAURANT,0813,,03,22,0,7,1,0
HH109975,056XX N KENMORE AV,031A,RESIDENCE PORCH/HALLWAY,2022,,03,12,6,6,1,0
HH111396,057XX N BROADWAY,031A,SIDEWALK,2022,,03,10,0,7,1,0
HH109160,032XX W DOUGLAS BL,031A,RESIDENCE,1022,,03,22,5,5,1,0
HH110808,035XX W WABANSIA AV,051A,SIDEWALK,1422,,04A,22,6,6,1,0
HH110125,069XX S MAPLEWOOD AV,033A,SIDEWALK,0832,,03,14,6,6,1,0
HH107645,022XX E 71 ST,041A,STREET,0333,,04B,2,5,5,1,0
HH110552,033XX W POTOMAC AV,031A,STREET,1422,,03,17,6,6,1,0
HH203498,040XX W MAYPOLE AV,041A,STREET,1114,,04B,0,5,23,2,0
HH112187,021XX W SCHILLER ST,031A,"SCHOOL, PUBLIC, GROUNDS",1424,,03,17,0,7,1,0
HH110829,012XX N KARLOV AV,041B,OTHER,2534,,04B,23,6,6,1,0
HH110305,072XX S ELLIS AV,041A,SIDEWALK,0324,,04B,16,6,6,1,0
HH112539,054XX S HYDE PARK BL,031A,STREET,2132,,03,7,0,7,1,0
HH110862,009XX W 54 ST,041A,STREET,0934,,04B,23,6,6,1,0
HH110382,053XX S LOWE AV,041A,STREET,0934,,04B,17,6,6,1,0
HH112432,031XX S PRINCETON AV,1020,RESIDENCE,0924,,09,18,0,7,1,0
HH102809,024XX W MONROE ST,051A,STREET,1125,,04A,15,1,1,1,0
HH111435,005XX E 35 ST,031A,STREET,2122,,03,10,0,7,1,0
HH113026,001XX N DEARBORN ST,031A,SIDEWALK,0113,,03,6,1,8,1,0
HH208825,004XX S KEDZIE AV,031A,SIDEWALK,1134,,03,18,0,25,2,0
HH109265,021XX N SHEFFIELD AV,031A,SIDEWALK,1811,,03,23,5,5,1,0
HH100263,043XX W MADISON ST,041A,ABANDONED BUILDING,1115,,04B,2,1,1,1,0
HH101647,009XX N LAWNDALE AV,051A,RESIDENCE,1112,,04A,19,1,1,1,0
HH112633,049XX S ST LAWRENCE AV,051A,RESIDENCE,0223,,04A,19,0,7,1,0
HH104526,056XX S LAFAYETTE AV,041A,ALLEY,0233,,04B,12,3,3,1,0
HH114693,009XX W BRYN MAWR AV,031A,ALLEY,2022,,03,7,1,8,1,0
HH112881,021XX N MOODY AV,1020,VEHICLE NON-COMMERCIAL,2512,,09,1,1,8,1,0
HH112902,026XX N WAYNE AV,031A,SIDEWALK,1933,,03,1,1,8,1,0
HH112333,023XX E 79 ST,051B,STREET,0414,,04A,18,0,7,1,0
HH113347,002XX S BELL AV,031A,STREET,1211,,03,10,1,8,1,0
HH114254,003XX S LEAVITT ST,033A,STREET,1211,,03,17,1,8,1,0
HH114799,012XX W LUNT AV,031A,SIDEWALK,2431,,03,22,1,8,1,0
HH102616,011XX E 79 ST,031A,SIDEWALK,0624,,03,12,2,2,1,0
HH112994,073XX S COLES AV,041A,STREET,0334,,04B,4,1,8,1,0
HH114962,026XX E 80 ST,051A,RESIDENCE,0422,,04A,1,2,9,1,0
HH112900,012XX N ARTESIAN AV,051A,STREET,1423,,04A,1,1,8,1,0
HH114579,016XX S ST LOUIS AV,031A,STREET,1021,,03,20,1,8,1,0
HH111666,070XX S HALSTED ST,031A,SIDEWALK,0732,,03,13,0,7,1,0
HH114573,022XX S LAWNDALE AV,031A,STREET,1013,,03,20,1,8,1,0
HH111080,027XX W OGDEN AV,031A,RESIDENCE PORCH/HALLWAY,1023,,03,6,0,7,1,0
HH114354,001XX N WESTERN AV,031A,PARKING LOT/GARAGE(NON.RESID.),1332,,03,18,1,8,1,0
HH111622,003XX W 87 ST,031A,SIDEWALK,0634,,03,12,0,7,1,0
HH113620,100XX S LAFAYETTE AV,051A,STREET,0511,,04A,12,1,8,1,0
HH113465,002XX N LOREL AV,031A,SIDEWALK,1523,,03,15,0,7,1,0
HH113681,049XX W JACKSON BL,031A,STREET,1533,,03,13,1,8,1,0
HH110726,001XX S CLINTON ST,031A,SMALL RETAIL STORE,0111,,03,21,6,6,1,0
HH113865,058XX W RACE AV,031A,RESIDENCE PORCH/HALLWAY,1512,,03,15,1,8,1,0
HH113000,007XX S CICERO AV,031A,STREET,1533,,03,5,1,8,1,0
HH113459,031XX N CICERO AV,031A,OTHER,2521,,03,11,1,8,1,0
HH112775,020XX N PULASKI RD,031A,GAS STATION,2525,,03,23,0,7,1,0
HH112815,069XX S WENTWORTH AV,031A,RESTAURANT,0731,,03,23,0,7,1,0
HH111103,044XX S OAKLEY AV,031A,STREET,0914,,03,6,0,7,1,0
HH114995,045XX S JUSTINE ST,051A,RESIDENCE,0921,,04A,1,2,9,1,0
HH113088,007XX W 50 PL,041A,STREET,0935,,04B,8,1,8,1,0
HH110482,006XX N HOMAN AV,041A,STREET,1121,,04B,18,6,6,1,0
HH112883,072XX S PERRY AV,031A,TAXICAB,0731,,03,1,1,8,1,0
HH114339,007XX W 69 ST,051A,SIDEWALK,0732,,04A,18,1,8,1,0
HH115045,072XX S PERRY AV,031A,ALLEY,0731,,03,5,2,9,1,0
HH112039,001XX W JACKSON BL,031A,STREET,0112,,03,13,0,7,1,0
HH103139,002XX E 60 ST,041A,RESIDENCE PORCH/HALLWAY,0233,,04B,15,2,2,1,0
HH112978,045XX S VINCENNES AV,031A,RESIDENCE,0222,,03,4,1,8,1,0
HH105807,050XX S WABASH AV,051A,SIDEWALK,0231,,04A,4,4,4,1,0
HH116210,016XX S PAULINA ST,031A,STREET,1223,,03,14,2,9,1,0
HH116904,091XX S STONY ISLAND AV,031A,SMALL RETAIL STORE,0413,,03,23,2,9,1,0
HH114715,076XX S INGLESIDE AV,1020,VEHICLE NON-COMMERCIAL,0624,,09,22,1,8,1,0
HH116477,071XX S LAWNDALE AV,041A,RESIDENCE-GARAGE,0833,,04B,19,2,9,1,0
HH215653,051XX S HALSTED ST,031A,STREET,0934,,03,9,4,1,3,0
HH116966,102XX S HOXIE AV,051A,RESIDENCE,0431,,04A,0,3,10,1,0
HH114705,075XX S WENTWORTH AV,051B,RESIDENCE,0623,,04A,22,1,8,1,0
HH114836,075XX S EMERALD AV,051A,RESIDENCE,0621,,04A,23,1,8,1,0
HH116879,023XX W NORTH AV,031A,SMALL RETAIL STORE,1434,,03,23,2,9,1,0
HH116751,124XX S MICHIGAN AV,033A,PARK PROPERTY,0532,,03,21,2,9,1,0
HH116600,019XX N KIMBALL AV,041A,STREET,1422,,04B,19,2,9,1,0
HH114122,012XX W 71 PL,051A,RESIDENCE PORCH/HALLWAY,0734,,04A,14,1,8,1,0
HH112801,042XX W 62 ST,031A,SIDEWALK,0813,,03,23,0,7,1,0
HH116787,026XX S PULASKI RD,031A,GROCERY FOOD STORE,1031,,03,21,2,9,1,0
HH116461,083XX S PAXTON AV,041A,RESIDENCE,0412,,04B,19,2,9,1,0
HH116674,002XX E 69 ST,033A,SIDEWALK,0322,,03,20,2,9,1,0
HH115422,071XX S WESTERN AV,031A,ALLEY,0832,,03,11,2,9,1,0
HH114334,006XX W MARQUETTE RD,033A,VACANT LOT/LAND,0723,,03,18,1,8,1,0
HH116668,048XX W HENDERSON ST,031A,ALLEY,1634,,03,20,2,9,1,0
HH113888,056XX W OHIO ST,031A,STREET,1511,,03,14,1,8,1,0
HH111056,002XX N CICERO AV,031A,STREET,1532,,03,6,0,7,1,0
HH115082,0000X E 23 ST,031A,STREET,2111,,03,0,2,9,1,0
HH116880,055XX W MONROE ST,031A,STREET,1522,,03,22,2,9,1,0
HH218634,025XX S KARLOV AV,033A,STREET,1013,,03,17,5,2,3,0
HH218855,080XX S KEDVALE AV,031A,SIDEWALK,0834,,03,19,5,2,3,0
HH116008,027XX S INDIANA AV,041B,STREET,2112,,04B,15,2,9,1,0
HH116696,053XX W MADISON ST,041A,SIDEWALK,1522,,04B,19,2,9,1,0
HH116620,067XX S JUSTINE ST,041A,STREET,0725,,04B,20,2,9,1,0
HH116611,056XX W WASHINGTON BL,041A,STREET,1513,,04B,20,2,9,1,0
HH116541,041XX W DIVISION ST,031A,SIDEWALK,2534,,03,20,2,9,1,0
HH115391,043XX W ARMITAGE AV,031A,SMALL RETAIL STORE,2534,,03,10,2,9,1,0
HH114464,027XX N CICERO AV,031A,GAS STATION,2521,,03,19,1,8,1,0
HH114934,006XX E 42 ST,051A,RESIDENCE,0213,,04A,1,2,9,1,0
HH119151,075XX S STONY ISLAND AV,031A,STREET,0411,,03,0,4,11,1,0
HH117007,023XX W GRAND AV,041A,ALLEY,1313,,04B,0,3,10,1,0
HH118254,011XX N LEAVITT ST,031A,SIDEWALK,1312,,03,3,2,9,1,0
HH117941,0000X N DAMEN AV,031A,DELIVERY TRUCK,1332,,03,14,3,10,1,0
HH115354,040XX N BROADWAY,031A,ALLEY,2322,,03,18,5,5,1,0
HH119024,122XX S HARVARD AV,041A,RESIDENCE,0523,,04B,23,3,10,1,0
HH119173,013XX W 73 PL,1020,RESIDENCE-GARAGE,0734,,09,2,4,11,1,0
HH113202,115XX S MICHIGAN AV,031A,RESTAURANT,0532,,03,9,1,8,1,0
HH118846,022XX N CAMPBELL AV,1090,VEHICLE NON-COMMERCIAL,1431,,09,21,3,10,1,0
HH119281,022XX W WARREN BL,031A,ALLEY,1332,,03,6,4,11,1,0
HH119163,024XX W WALTON ST,031A,SIDEWALK,1312,,03,2,4,11,1,0
HH112899,012XX N CLARK ST,051A,STREET,1821,,04A,1,1,8,1,0
HH117710,066XX S MINERVA AV,041A,STREET,0321,,04B,12,3,10,1,0
HH220576,060XX W HIGGINS AV,031A,GROCERY FOOD STORE,1622,,03,0,0,4,3,0
HH118892,047XX S THROOP ST,041A,STREET,0933,,04B,22,3,10,1,0
HH119019,046XX S WHIPPLE ST,1020,VEHICLE NON-COMMERCIAL,0912,,09,23,3,10,1,0
HH105816,032XX W WALNUT ST,031A,STREET,1123,,03,4,4,4,1,0
HH101201,003XX S KEDZIE AV,031A,SIDEWALK,1134,,03,15,1,1,1,0
HH117734,012XX S HOMAN AV,051A,STREET,1021,,04A,12,3,10,1,0
HH119010,015XX S KEELER AV,051B,SIDEWALK,1012,,04A,23,3,10,1,0
HH115350,018XX S SPRINGFIELD AV,051A,ALLEY,1014,,04A,22,1,8,1,0
HH119011,109XX S HOMEWOOD AV,1020,ABANDONED BUILDING,2212,,09,22,3,10,1,0
HH100700,078XX S LANGLEY AV,041A,OTHER,0624,,04B,10,1,1,1,0
HH105301,040XX W LAKE ST,031A,STREET,1114,,03,19,3,3,1,0
HH100939,075XX S WENTWORTH AV,051A,RESIDENCE,0623,,04A,12,1,1,1,0
HH116738,071XX S ELLIS AV,041A,STREET,0324,,04B,21,2,9,1,0
HH118533,110XX S KEDZIE AV,051A,LIBRARY,2211,,04A,18,3,10,1,0
HH118653,006XX N MAYFIELD AV,031A,RESIDENCE,1511,,03,19,3,10,1,0
HH118497,068XX S WOOD ST,051B,STREET,0725,,04A,18,3,10,1,0
HH103490,003XX S WESTERN AV,051A,SIDEWALK,1125,,04A,16,2,2,1,0
HH117883,035XX W IRVING PARK RD,031A,SMALL RETAIL STORE,1723,,03,13,3,10,1,0
HH114356,071XX S WOODLAWN AV,041A,STREET,0324,,04B,17,1,8,1,0
HH116204,012XX N BURLING ST,041A,CHA HALLWAY/STAIRWELL/ELEVATOR,1822,,04B,17,2,9,1,0
HH119111,014XX E 57 ST,031A,STREET,2132,,03,22,3,10,1,0
HH107549,033XX W CONGRESS PW,051A,RESIDENCE PORCH/HALLWAY,1134,,04A,1,5,5,1,0
HH107822,042XX W MADISON ST,031A,STREET,1115,,03,7,5,5,1,0
HH119277,007XX S JEFFERSON ST,031A,STREET,0131,,03,6,4,11,1,0
HH119154,052XX W FULTON ST,051A,STREET,1523,,04A,1,4,11,1,0
HH108212,012XX N LARAMIE AV,031A,APARTMENT,2532,,03,12,5,5,1,0
HH116957,031XX N MILWAUKEE AV,031A,GAS STATION,2523,,03,23,2,9,1,0
HH119156,057XX S CARPENTER ST,051B,APARTMENT,0712,,04A,1,4,11,1,0
HH109107,016XX N LOCKWOOD AV,031A,STREET,2532,,03,22,5,5,1,0
HH117736,0000X W 59 ST,031A,RESTAURANT,0233,,03,12,3,10,1,0
HH117950,050XX S WABASH AV,031A,APARTMENT,0231,,03,14,3,10,1,0
HH120657,094XX S HALSTED ST,033A,SIDEWALK,2223,,03,18,4,11,1,0
HH120242,013XX W CHICAGO AV,031A,TAVERN/LIQUOR STORE,1324,,03,15,4,11,1,0
HH121209,065XX S PULASKI RD,051A,STREET,0833,,04A,1,5,12,1,0
HH120959,030XX W 58 ST,031A,STREET,0824,,03,22,4,11,1,0
HH120892,058XX S MOZART ST,031A,STREET,0824,,03,21,4,11,1,0
HH111006,095XX S LAFAYETTE AV,031A,STREET,0511,,03,4,0,7,1,0
HH117557,008XX E 86 ST,031A,STREET,0632,,03,10,3,10,1,0
HH121119,013XX W SCHOOL ST,031A,STREET,1924,,03,23,4,11,1,0
HH119299,079XX S DAMEN AV,031A,STREET,0611,,03,7,4,11,1,0
HH118120,036XX N ASHLAND AV,031A,STREET,1923,,03,15,3,10,1,0
HH120490,079XX S NORMAL AV,031A,SIDEWALK,0621,,03,17,4,11,1,0
HH120564,053XX W FOSTER AV,031A,OTHER,1623,,03,17,4,11,1,0
HH119228,014XX N MAYFIELD AV,1090,VEHICLE NON-COMMERCIAL,2531,,09,4,4,11,1,0
HH121220,110XX S EDBROOKE AV,1025,RESIDENCE,0513,,09,1,5,12,1,0
HH120906,022XX N CAMPBELL AV,1020,VEHICLE NON-COMMERCIAL,1431,,09,21,4,11,1,0
HH113962,022XX W DICKENS AV,051A,STREET,1432,,04A,15,1,8,1,0
HH119873,053XX S PAULINA ST,051A,STREET,0932,,04A,13,4,11,1,0
HH117094,018XX S RACINE AV,041B,ALLEY,1233,,04B,3,3,10,1,0
HH119775,018XX S PULASKI RD,031A,STREET,1012,,03,12,4,11,1,0
HH120165,048XX S DAMEN AV,041A,STREET,0915,,04B,15,4,11,1,0
HH120156,016XX S HOMAN AV,031A,STREET,1021,,03,15,4,11,1,0
HH120860,021XX E 100 ST,051A,RESIDENCE,0431,,04A,21,4,11,1,0
HH121477,060XX S CALIFORNIA AV,033A,STREET,0823,,03,6,5,12,1,0
HH119821,012XX N GREENVIEW AV,031A,GROCERY FOOD STORE,1433,,03,12,4,11,1,0
HH120984,034XX W CORTLAND ST,031A,ALLEY,1422,,03,22,4,11,1,0
HH119527,088XX S ESCANABA AV,031A,GROCERY FOOD STORE,0423,,03,10,4,11,1,0
HH110678,014XX N BELL AV,031A,SIDEWALK,1424,,03,20,6,6,1,0
HH117155,033XX W LAWRENCE AV,031A,OTHER,1713,,03,5,3,10,1,0
HH119812,006XX S STATE ST,031A,CTA PLATFORM,0132,,03,12,4,11,1,0
HH120857,006XX N LA SALLE ST,033A,GAS STATION,1832,,03,20,4,11,1,0
HH121074,086XX S COMMERCIAL AV,051A,STREET,0424,,04A,23,4,11,1,0
HH104345,002XX W 95 ST,031A,RESIDENCE,0634,,03,11,3,3,1,0
HH119790,069XX S LOOMIS BL,031A,RESIDENCE,0734,,03,11,4,11,1,0
HH105151,086XX S SANGAMON ST,051A,STREET,0613,,04A,17,3,3,1,0
HH121237,021XX W 72 ST,051A,STREET,0735,,04A,1,5,12,1,0
HH120317,064XX S BISHOP ST,041A,STREET,0725,,04B,16,4,11,1,0
HH120341,011XX W MARQUETTE RD,041A,APARTMENT,0724,,04B,16,4,11,1,0
HH121097,008XX W GARFIELD BL,051A,GAS STATION,0712,,04A,23,4,11,1,0
HH121088,080XX S CARPENTER ST,051A,APARTMENT,0612,,04A,23,4,11,1,0
HH120998,072XX S PERRY AV,031A,STREET,0731,,03,22,4,11,1,0
HH121342,069XX S GREEN ST,031A,APARTMENT,0733,,03,3,5,12,1,0
HH121700,014XX W 71 ST,041A,RESIDENCE PORCH/HALLWAY,0734,,04B,10,5,12,1,0
HH120774,055XX W ALTGELD ST,031A,SIDEWALK,2515,,03,19,0,7,1,0
HH113718,041XX N SHERIDAN RD,031A,SMALL RETAIL STORE,2322,,03,13,1,8,1,0
HH122541,009XX N NOBLE ST,031A,GROCERY FOOD STORE,1323,,03,17,5,12,1,0
HH121391,014XX W LAKE ST,031A,ALLEY,1212,,03,3,5,12,1,0
HH123220,045XX S SAWYER AV,041A,STREET,0821,,04B,1,6,13,1,0
HH122259,098XX S INGLESIDE AV,051A,RESIDENCE,0511,,04A,14,5,12,1,0
HH122631,071XX S WASHTENAW AV,051A,RESIDENCE,0831,,04A,16,5,12,1,0
HH121682,016XX S SPRINGFIELD AV,031A,STREET,1014,,03,15,4,11,1,0
HH121443,019XX W WASHINGTON BL,1025,CHA HALLWAY/STAIRWELL/ELEVATOR,1333,,09,5,5,12,1,0
HH120787,073XX N DAMEN AV,041A,SIDEWALK,2424,,04B,20,4,11,1,0
HH122231,018XX W DEVON AV,031A,RESTAURANT,2432,,03,20,4,11,1,0
HH122545,007XX N LARAMIE AV,1753,RESIDENCE,1524,,02,16,5,12,1,1
HH121226,013XX S AVERS AV,051A,STREET,1011,,04A,1,5,12,1,0
